ID,CC_Consumption
17591,2843.9289230000004
13541,7491.004942666674
13431,2937.1149056666654
8687,8723.024653666671
14727,2189.446177333333
14988,9675.768865333328
14859,25649.869648999993
16636,7339.95318333333
7625,3775.0949520000017
16492,3042.8525750000003
13674,6150.1337576666665
11981,5963.9160146666645
5185,7072.138990666669
15288,4331.352560666664
18526,6618.397351999997
16760,6909.762694666661
10805,20186.816901666665
8830,3306.9816796666655
8926,9333.952312666674
10974,19145.337036333323
2155,5294.439216666668
17251,26225.486473666682
12154,7070.649369333337
12227,7904.6951880000015
19961,5662.561843666665
13866,6645.7921303333305
17498,10279.804899333347
7241,4027.682642666668
414,18892.084589666654
206,6601.352390000003
7420,8097.292085333328
4601,48383.89911033338
2768,8983.56615633332
8120,9345.039057666674
18584,5414.657063000008
16697,11358.509332666672
16238,11655.719497999997
3772,7795.085602333328
3462,8273.487221333331
710,7409.572638333333
558,6598.914169666671
1244,8032.142599333334
1302,19583.556805333334
547,13387.67959866666
19129,6199.423621666665
237,7745.575064666673
11122,2380.210239666666
4438,3203.843002333335
18371,2778.139409666663
6401,6469.136591333332
13770,18114.98471633332
18317,5914.2686286666685
19226,9885.378696999995
4126,25591.872584333334
11313,2401.073598333335
3925,5866.675957333333
15973,4905.689493
12281,8444.743846666674
353,11477.575904666663
907,3929.6619216666636
1711,4562.087947666666
9617,4745.0767160000005
12928,10885.171976999995
3523,10100.987374666676
18838,7893.0415263333325
17609,9176.360998666669
306,5387.056920333337
14812,3622.8226226666657
1551,4525.976163999995
16640,16912.26070466668
13546,3177.9048510000007
4968,28291.237292666658
13371,2924.5264220000035
3981,8831.220928000004
11568,21923.352401666652
5662,9050.35951300001
19586,3442.5703586666664
14489,9307.772532666666
14153,7211.076219666661
7626,7513.761959
3085,7164.42714266667
14821,9948.495596333343
9815,7095.521141333332
6506,2472.0095383333346
6176,39635.31833099995
13040,2652.4589956666655
1325,5857.079665333335
330,15445.246899666681
2389,14436.801528
10391,12270.020691999991
1019,19842.020520000013
4338,13231.651170000008
19849,11885.237305666684
13667,10711.109058000004
12709,4214.698262666667
12701,8132.0676903333315
18563,9843.525242000009
19665,11632.716010666662
5251,15321.322442666675
6671,2700.082213666667
15887,6966.495194000005
544,4851.580187333331
13494,17602.39005133334
4304,11456.920306666678
12181,7009.222803000001
15041,8737.296175333344
14167,6490.308084666665
4659,21569.63915599999
1820,11263.809591
6317,11413.122826000003
313,15524.152356666653
12467,13598.982201666666
13452,19258.903384999994
3464,1594.2311019999984
4890,8698.524333
11567,16051.810349333324
17396,3765.0263543333363
13188,4493.260661999997
15605,7329.014963666667
7577,4610.048884666666
8160,4000.872694000001
1429,6572.010824999997
14928,9404.777316
3349,29753.75638300002
799,6031.8529076666655
12678,6835.943325666654
19053,7972.195369333332
15806,6742.213151666674
2854,6177.042510999996
4144,6573.180065999995
16232,10352.734119333343
10365,14496.04259333333
4202,7573.072759333332
9671,3801.048456333337
6615,3381.15136066667
12050,6740.9653880000005
13998,3039.446543000002
7406,8717.992516
12497,6171.675624999999
4662,7332.422740000001
3661,2856.157178333332
17436,6965.078026333333
2332,6567.842072666664
16771,12315.111602333332
17110,16828.74355133333
15967,3978.886440666664
5758,3447.120116000001
2882,5075.610950999999
10774,10986.107736000004
7750,22645.124762666634
16516,11593.954867666665
3670,1905.4887163333335
15883,9327.892018999994
2947,3932.414613000002
13476,12387.86066333333
13301,8240.04201766667
6468,5730.697610999998
15135,11221.324822
16278,5437.294831000004
12114,10658.181213000002
3839,14162.002565999985
2886,5333.069055000004
11928,10618.605109999988
15155,8338.97893533334
4316,5302.291092000004
7299,7078.832651333336
1306,3486.268559000001
19221,7632.192717000003
7039,4295.770039666666
11499,4311.603458666669
1312,4905.171322333329
2124,4175.709704666671
1907,4170.523201000001
16979,8400.700623333336
6629,12773.355133000003
5295,9640.969310333345
11961,13246.591791666679
11653,4141.351695333334
2822,5602.238399
9335,10321.454658666667
742,8917.012536000002
8080,3926.0506320000013
12707,7235.863269999996
3559,11389.69016766667
4455,21696.028007333327
16907,1601.0563033333344
6453,12650.892830000006
1108,6832.435462333332
280,4646.305169333335
16566,5631.509764999997
17535,14785.11768633332
15464,5094.785370666668
936,3194.0994873333343
17214,5199.880674666669
6182,9974.854462000001
14305,6772.582604333333
11840,3002.031607666667
7534,13316.554360999995
3025,10892.539062000003
6393,4608.951275666664
13441,6600.8124813333325
18252,4900.999947666667
11194,4371.930208666671
15711,9135.983438999996
5219,5219.309578999997
16914,18436.895944000014
10003,8632.96561700001
12338,15002.836851333343
3813,12473.022593000002
15088,11804.543751999998
10155,23919.715539999987
1466,18154.98651133333
15472,6721.386395999995
17157,14959.220464666663
18166,7402.819427000003
15940,55301.481769000085
16627,1900.1075209999992
10125,11687.062680333333
16485,9077.22205633333
683,21103.725950333323
6119,5318.468366666672
4454,21932.88224399999
9712,9321.014254000003
4120,2085.7611970000003
15722,3559.551287666663
6352,10776.711753000005
17883,7456.904917666671
18204,6355.623427333336
9971,13572.688430999993
9023,8076.623279999999
13472,2031.2848156666666
18393,6562.980381666668
1916,5778.681134666663
2114,13113.371525999994
15098,5570.059536000004
16002,13390.110055999996
14466,11517.188063666657
5230,3025.582600333332
7591,4339.28627666667
11578,6732.647246999996
3258,5941.863403666666
12283,8036.641134333329
17355,4070.058121
6557,6216.6465026666665
1523,2804.0932363333327
579,5864.408790333329
11196,6111.227283333341
4925,11152.983713333348
10260,8046.944310666662
16414,7056.111566666666
9575,11160.77896733333
4517,10807.944396666666
5120,5132.308524333331
624,2949.550501666666
19457,9145.945280666669
18888,2973.8420813333328
2356,12147.981077000024
4545,7200.842133333333
18014,5035.342547666664
13964,10873.268137666671
6774,10112.309495000007
12210,11778.550721666661
7735,3060.2029799999987
12253,13582.403060666677
968,8974.607512666658
19474,3282.7281870000024
10090,13863.63578033334
9695,4835.7692846666605
6057,24920.561604000028
11620,3549.8248006666663
19105,8208.489203666664
18161,10434.619826000006
16983,2414.3032593333323
16846,5836.637313333331
12641,6301.526820333335
12194,2777.4502626666667
3182,12279.670059666661
697,3171.150372666668
16666,3063.649603666667
10809,2364.636119666666
16899,7934.339306333332
1473,8191.512906666667
11504,7168.934559666666
7004,14240.02986666667
12782,7223.658657999998
3142,2923.9427103333333
15486,8939.118406000003
10817,10410.207839666664
755,4909.321741666667
3527,40962.67554199995
18375,9320.367388666664
1146,5063.648924666664
3290,5502.53922033333
5630,8755.529072333331
13114,11207.047898666653
17944,3687.6858940000016
6621,11959.649211333328
8012,3892.179781333327
5782,18925.234911333333
2840,11123.157101333341
4245,7946.093821333335
14833,1881.0053823333308
3884,4475.292495333333
9209,7768.631235666668
17550,5905.404561666669
1191,3733.1909160000023
16498,11310.289567000013
11748,20260.223686333327
16053,21997.64052833333
18527,4906.514439999996
11548,6400.042991999996
11074,10103.936197333334
9104,6496.37882166667
8083,3156.1765479999963
11425,8102.57921966667
3247,9773.988106333338
7233,8907.05185366667
13650,18080.746387000025
11762,9791.255908
9216,10921.689980000001
2398,11833.993340666655
7321,4161.751891666666
19222,3185.343048333332
9225,2263.764846333332
18451,3761.137622666668
2529,17346.805470666688
8266,10849.87562000001
15901,11530.443501999987
9070,6367.527730999997
15808,8631.621452000003
12019,8909.462979333342
19750,11044.468509666662
2532,5091.816649999998
5234,10238.310211333335
10409,4300.984478666666
12698,8149.001794666673
15412,3575.4923516666704
19217,9181.019678000002
19907,7975.864761333332
833,11665.258106333336
17121,39965.078440000005
1966,12591.247575333338
7703,3442.5814856666666
520,6254.819274666669
3739,5991.040265333333
18300,10593.257273333336
9834,7071.659749333336
1992,6141.455422000001
16462,7358.817087999993
14735,7113.329470333331
9481,5684.685549000005
6989,6757.325084000001
19741,7944.645852666663
5767,5285.483629666674
17583,27988.192972666657
930,8429.323467333337
1774,5386.3757863333285
13003,2677.7299766666665
1780,2442.996062
5582,11315.93259200001
19569,11007.583911333335
3723,1763.7987223333323
3866,2516.079747666666
7168,6244.6289609999985
19793,1251.8147993333316
5951,11198.270193000006
5641,8636.703806666672
6583,21460.19349133333
18998,11431.498469666669
8236,5570.170582333333
19610,5203.530560666666
5238,9666.499943333345
5335,4632.317012333334
19316,9835.106208999996
9585,17358.054804333333
14363,20798.407299
6578,5625.133249333332
15395,17624.381112000025
1819,9410.512887666666
18381,19874.664298666652
3880,3459.224996000001
9098,9405.551598000007
17890,4587.693142666662
7861,6128.374355333333
5490,10114.37680033333
12309,4380.767051666666
1833,17459.814491000016
17881,45678.111561333346
13165,41626.18073066667
8610,24420.891186333356
13363,4418.9881573333305
4975,13248.789451666662
12351,16504.610018333344
273,7579.6050043333325
8975,8764.454839999995
18951,8057.844681333338
15165,5991.388367666664
5178,4491.499401666664
6044,18997.449793333322
19386,6519.933118999997
1635,9940.252983333337
2814,4501.529440999997
6974,3695.9610000000016
18536,17660.89187766666
11636,3770.255804666668
7414,17978.691167999998
11880,9576.04670933334
15503,6579.18338666666
983,3096.2487170000013
18110,4997.462150333333
7084,12841.216537666676
14005,4244.457025333335
19111,6960.372325333326
18532,17662.442037333345
18394,6806.973819666669
10851,5624.0821140000035
4544,11244.52662466667
6236,7921.781791333331
15497,12718.258828333339
19864,10391.596844666668
15670,10926.072767999998
8118,4208.457791333335
7289,8568.021662666668
13788,6028.039737999999
5588,11860.973674666671
5110,4266.573285333332
10620,7305.953094000005
1156,10201.918580999987
18398,5719.858293666661
7134,25986.815527666644
7676,9240.169701000004
9409,4480.129750666669
17713,5750.024451000001
3435,13584.963168999997
14394,18175.95816099998
117,36625.68481533329
18541,18170.97484866666
17575,4126.220439000006
8351,9732.931245333339
7216,11111.748222000013
8736,4381.947702333334
1989,3594.9244386666664
19666,4369.196584999998
3908,3216.0371423333327
14375,9949.29930333334
7794,3405.2991610000013
7232,8983.700036666673
2836,9467.503382000004
15954,6197.598067999999
3354,13703.704032666668
3368,10347.147332333336
9219,22623.095800000003
8658,3890.536562000004
3809,5600.212222000004
5129,8189.8977270000005
4874,31553.042331333323
8758,5610.042131666666
16293,6955.190027000003
8150,12435.170858000005
4272,9657.83275033332
15938,13876.173728333331
9893,15181.78284866669
1299,2856.389531666666
7239,16109.211363333352
8253,15478.983650666665
19340,11601.059751000006
18530,10746.437536666663
14903,5659.931259333333
14454,40435.87771633336
12353,6742.981177000005
14431,5118.600334333334
17602,2515.4114139999997
15036,3491.749994666666
8921,7422.1108609999965
11059,9172.762099333337
18577,6777.348977999995
14565,7579.571581666665
4955,6551.040618999996
3535,5886.767391666667
2024,18107.160858999996
17666,2605.608643666665
6295,3097.6761663333336
7085,5215.961877000002
1389,4686.3039523333355
3659,9805.101868333333
15509,1887.1913946666673
16938,22512.336132666656
15432,4350.134880999998
12074,8075.268079666666
15777,30765.681252333336
19953,5986.646187333332
1709,1965.290174666666
10048,9941.586575333347
11839,4967.765706333337
701,4939.5734489999995
7271,4165.982259666663
10196,15157.217917333339
2901,14552.428895333333
198,3272.8704376666665
3877,4635.174514666668
15160,17363.279194666673
17634,6111.811275
16927,5076.960485666669
15162,33177.32824033335
8443,9303.666313333337
1716,5101.353323666666
7870,2719.567603666666
4318,12411.479911000008
11351,6596.199298333329
15465,4551.357154333338
18121,18075.619044666662
6602,4237.593954999999
4331,17444.604914999996
6592,13421.697918666665
18955,8230.741070666661
2510,14364.231738333332
4009,3710.8932800000007
15468,9177.513505
7251,26409.156229333326
7463,5151.397195999997
16325,6922.713592666675
14882,6095.863957666667
3610,7468.536729666666
19097,13108.894819666668
9378,4975.8187123333355
16582,8218.518396666672
16761,11561.473307
12055,10269.528447333345
1226,4726.005980666666
7344,4516.323615333336
16365,10679.631572333337
223,5036.539120666665
15934,25109.355787666704
11882,14165.998030666648
7083,13577.697187333342
14196,14444.794013666648
1599,43372.434296999905
5976,6903.267948
5611,3801.561020666666
12565,7198.582002666665
1339,5644.847176666667
16772,3321.732838333335
11827,15011.553397000007
18484,12464.49747100001
3033,21960.173079333308
14726,7683.729308000001
13696,3440.7156050000017
16295,4585.318687000003
7910,7369.259389333334
1868,4654.0699613333345
3190,10329.424633333323
549,13101.922995333323
8940,4394.046315666667
214,2246.0108640000008
3587,10256.660882000013
11555,13224.170492000007
19231,44578.5012379999
8248,3994.228763000003
355,42876.35374266661
15634,6616.799065999996
6746,9749.71030966666
2963,14286.415271333335
2082,11286.019607999997
16784,5296.510168333332
10436,14635.054698333333
5114,20612.15729200001
14525,9254.429373999992
4534,9539.315644333337
8877,3550.305204666669
12117,5223.939817000003
2682,11496.330797666671
7948,4832.909189999999
112,7872.183446999999
2220,2542.5012046666657
606,14853.82370033334
11552,4802.207176666668
942,4533.835882666667
555,7269.764815666671
3394,8989.38656266667
7916,12376.303002999999
13261,3001.499967666667
9592,21181.152605666677
5694,10125.620455000004
7570,6962.306291000001
15543,2779.234855000002
5834,3652.560160999998
3362,12324.704563666664
5741,9670.429463000006
11060,24479.28788399998
24,3225.374081000001
14942,9529.17558233334
8277,37087.16150999998
4596,4750.680582000004
396,3865.4940589999997
3213,11154.50804433333
14447,11917.046616666677
14106,3270.878000333333
5940,5006.066979999996
19543,14342.35916633334
10215,16569.497025666653
16348,4945.883792333334
2111,3324.159091333334
7973,3560.3120973333343
1175,9133.386553
1796,14127.100124
7425,2645.2708280000015
13183,7720.107953666665
471,5778.956051666671
17683,5945.717032666666
4770,5650.0639303333355
10199,4387.820902000002
9601,9868.103446000001
19986,6742.967911666664
10411,2019.431827333334
10682,10357.84415466667
12224,6905.864698333331
8319,4264.003921333333
4618,7705.244785666663
7976,10450.58498266666
4340,10909.537880666663
10852,6674.956347666664
4810,13511.550568333347
5049,5571.697775999997
16928,6664.501794333326
4504,9632.944430333333
4327,13231.24587266668
13368,10842.222193000005
5657,5936.874075333333
1007,19879.83350433336
10792,4230.3257956666685
18373,21661.52500833332
12313,5406.3243880000055
8295,10651.915052000002
15707,8237.820100333336
5504,9788.704693000007
11441,14782.266995333333
10964,10677.041256333334
10850,5396.815978666675
17775,3489.1720309999996
17588,14581.84045666668
14495,4225.932971999999
5522,10421.99473066667
14724,21684.801911000024
3653,6023.134331666673
1588,7252.852841000003
7587,6939.593879999995
2381,7382.278696000003
2879,5285.315389000005
11660,13252.995083000002
11681,16637.261606000004
6929,7843.783159999998
17457,8751.715204999995
10894,2667.923462666669
4822,10719.17058766667
1647,9392.413642666674
15006,5220.903249000003
19487,7310.040773
12585,15804.835051666654
17909,8699.304597000004
7793,3329.458747666667
4997,12594.506474999998
4763,3918.763581666665
11444,14288.412739999992
1627,4610.852714999998
10371,5674.284930666664
18564,8911.565236333334
4093,35485.45985266665
6978,8845.883565333326
12945,9484.987631666678
3539,3829.187453999999
10628,21878.29881066667
11767,6618.340341000003
13601,9554.952164333334
2245,7193.2211386666695
14887,5249.337769000003
4278,4451.919492999998
9950,8418.691420333329
3204,7537.620826666672
16690,2687.1916336666645
2416,4906.610756666668
19947,10444.553510333328
17029,7784.087118666664
14802,4356.2380736666655
4571,8018.45682266666
2165,4967.25774966667
14756,4002.636509000004
17443,5618.994997000007
12952,7143.284902000002
16486,5958.400362000001
3597,10620.611949666652
1319,6110.197161666667
2645,15913.013594333332
18246,19528.557584333306
17179,5845.045458666664
8259,7656.657628333331
2410,13176.052745999998
16128,4188.914880333334
2694,5977.187421666666
6076,44281.26312000005
11899,3501.757552666668
16987,5681.891032
18023,4843.867209666672
3774,13061.876905000001
6848,9230.68931366667
8283,14192.64537566667
18868,7266.801491000004
16132,4147.372149999999
9358,5260.309943
10515,6362.514316666667
536,13633.326439666651
2533,11029.486230666671
8756,3687.614073666665
8468,5779.346828666666
19165,13776.790285666668
2818,20149.39866966667
15919,3334.8679436666685
12633,10389.564762666669
9901,2857.47216166667
3422,1932.212849333334
17028,7113.318921666665
16513,9078.648313999996
8666,4342.03470666666
13659,17894.432865999996
19319,13174.057230666664
5897,11417.108698999995
13079,15691.33079533333
4884,18938.911658
11678,4629.24917733333
3708,4698.577937000001
17810,9115.990637666671
12258,9411.852782666663
11047,2481.356926000001
6014,5913.785778999999
516,10495.995393333338
13560,7622.574198666666
17168,8195.30043166666
18286,1885.2435096666647
2058,6695.395297333332
2542,7833.843292000002
19016,12896.687440999996
7302,4158.48412633333
19732,14081.045658000003
12284,6798.652439333333
6820,6977.283369333331
17953,9689.192774999996
17263,13663.398653666683
4713,11278.779081666678
12816,3686.819729666667
13464,3574.1268690000015
1223,6141.777014333334
13706,13548.363619666672
9512,6202.572325666667
14862,4639.040143666665
12056,5984.379401333339
3783,7379.273436999998
4793,9693.682853
4205,12676.06698633334
8823,12173.903430999999
14191,8056.474016666672
15643,6309.665317333338
9554,10017.635478666682
12239,6010.416296333332
2786,9545.384986999996
15274,5080.182661666662
537,17291.366592666673
13445,7874.545022666669
2634,12286.474857999996
17840,8251.072379666655
12118,5319.632095333336
12312,4829.764626333329
2052,6315.982390333338
6709,3582.751872666662
16546,1778.4782403333327
12124,12276.696258333344
923,7348.644805999999
4148,4200.382942999996
7264,26208.910949999976
15214,7432.829722333332
18504,6321.599784333328
9475,10340.873522333335
12432,8276.511365666669
18524,6681.637454666665
18255,6592.197648666664
8654,14926.972085000007
5876,20337.096030666653
4055,3704.851371999999
3906,4971.666254333334
4875,5131.38823033333
1773,8908.644987000001
5520,14145.541209333343
14021,9155.290548333336
2216,12289.314866000006
16529,3823.9105453333327
18553,17176.725051666694
18753,17951.75649133334
5548,3874.482265000004
9435,30377.137430999966
17907,31769.348535666657
2808,15835.098783333333
11816,14704.328857999988
9060,4243.807988666665
5775,7873.146008666666
17694,6689.4627986666665
3976,8259.591070666671
17781,4590.260249333337
8893,10039.673845000012
5116,4642.683476333333
13033,11769.376024999989
17649,15046.314934999999
16358,12937.780626666667
17172,7433.16161166667
3140,4454.654724333333
19312,22526.56056933334
1188,7098.383277999999
13244,3601.2283480000006
2458,2067.8253556666677
17483,8423.929722000004
14793,17851.66000866667
2279,12467.302205333344
7675,3026.5107506666695
7409,6387.297755666669
19974,9699.170490333332
15518,7570.218789666666
15473,10128.22204233333
16214,16791.844639666666
17398,5419.43459166667
1391,2956.8900153333298
18026,5801.369982333338
16381,8058.530244000006
5905,14385.237461
18424,4050.227045
16578,25882.091898999985
2315,4513.104627999995
3303,17210.56849966667
5633,3942.278574333334
14610,3383.8303486666673
4749,8067.67723866667
12238,23092.31552700001
16125,9228.887649666665
1374,10309.369202666667
17058,6217.222451999997
16495,9386.270964666672
16340,12640.918776333334
13974,8191.635392666664
16180,9759.716419666669
19733,10099.047349333325
10112,5640.952566333338
16557,5105.493281333332
12028,14728.929880666661
18047,16901.08517500001
12496,5874.642828333336
11661,4497.406550333337
12783,12703.417756333321
7065,9071.27285033333
19005,8951.67378166667
15781,12979.923738666655
13208,13460.769542000007
14926,9703.903351000004
19730,8284.608362999994
19067,9974.752536000013
321,7823.974039333335
19587,7787.852222333333
1721,4074.643724999998
5511,6726.903712999993
8899,12596.609678000006
17717,11949.646697666678
897,7434.823673000008
14045,8132.556032333332
1404,9161.081577666659
8999,3132.307935333333
8036,8922.616006999995
9388,7448.488881333329
1180,6986.047198999998
8958,5518.651891666664
6065,10500.894808333329
9479,14344.73723533334
5873,8342.886026666663
8796,7168.016840999997
8601,9305.254759333331
18825,4934.360085666667
5933,24898.08690633336
6462,4296.554863333332
16286,25151.042113000018
14994,4019.961273666667
15364,6168.305893333329
9427,4427.094300333332
8115,10294.52097066666
15421,5411.797171999999
11865,23298.584033333325
13162,7604.057974333335
8185,3985.4804096666653
18432,32264.51863366667
6564,13341.840285000006
17979,3544.9530033333353
14379,6216.212332000004
1158,5876.979330333337
8493,6758.731557
7967,3217.4587436666643
8761,4532.204061999997
5813,41498.21694466669
6104,17690.003310666667
3469,16758.665457333347
16073,20047.944673666683
11942,9834.513387000003
12303,19796.694040999995
8607,11627.762288666667
19370,2618.6592939999964
11871,4616.267728333338
10737,7713.03326866667
782,7111.248903333332
14214,5286.212133333334
14248,6668.564205666666
17,24936.841526666634
1358,5588.191413333329
2858,3121.2092346666677
6727,10372.766248666661
18860,6291.659106999999
12474,33881.392732000015
13172,38496.38693000001
11993,5992.209461000003
9841,11759.933098333337
18116,21724.497081666643
7050,2666.5280229999994
849,6890.090296999999
9622,5580.0938730000025
13661,12315.881206000007
8308,22358.759214666676
5053,24843.055934333326
732,21016.959850666673
13818,5777.865436999998
17792,6965.378820000002
3602,13355.342664999993
16332,11633.515546333345
16785,7273.619480000002
7752,8138.6389166666695
12761,10811.983193333333
12475,9081.853204000005
5724,5928.345239666664
3924,9709.392039000002
16200,10867.696272666672
14987,13043.264595999992
3923,10335.587292333328
5468,3744.422976333332
6386,10405.857964000006
10497,7715.828533333327
4901,10662.616083000006
1410,14338.63032433333
1957,10030.826804666669
1159,11149.85041066666
12822,5218.332815
15586,9712.508935333342
16948,15745.185998666666
15156,4869.441936333332
15582,4337.999046666669
4754,5302.651155666667
15571,22998.542818999988
3898,11009.67149033333
19171,2938.091433999999
13211,10377.794182333335
943,4442.500203999998
16015,2476.7414456666666
5706,6121.379564
8059,35079.47369866666
7404,9896.116428999998
15613,5375.970190000001
4797,7010.216794666663
619,11980.756073999997
15075,32142.658748333317
6951,8883.18237533333
9505,6231.856753666667
9471,7419.768114999998
16889,2195.7083910000015
6251,13819.22486
10677,13656.709444000004
4287,7628.302770666666
4317,11050.72428499998
6195,28514.87108199998
19473,14849.225588999992
5682,9647.238795333331
9687,6371.014237666662
18261,8241.743701666679
16860,2021.0593926666659
9249,14181.916510000003
18523,5394.249996666664
7325,14150.274907333338
6844,6145.008556333329
6549,3679.1500270000024
11540,9537.011302
19906,3124.226234333333
7586,13602.622744333341
11119,7813.269834999996
7018,9510.18525
16966,9817.100670000002
11528,4910.219986666667
13920,4702.564086999997
8420,12900.932853666667
9751,5561.160523666665
13013,6652.596568666673
17787,10903.866637333333
9699,8716.41592366667
8149,23297.374008
18519,6213.873874666667
10369,5744.795052333333
19200,2885.2526743333337
17917,4183.601619333331
7400,14205.980348666677
17218,7352.71333466666
17488,10612.553861666664
7069,1958.0886523333324
6049,21277.872305999983
2343,4656.439182666666
159,10229.395470666663
568,10442.037359666667
14913,3350.878548333332
6902,32771.00249500003
374,8258.849592999999
15207,3381.662494666668
15291,4566.540784666667
18535,14707.744482666676
19593,7940.249103333334
9270,11590.94316233333
2335,12163.03871533333
1701,4952.096979999993
14703,7232.405233333335
1083,4877.737973999999
11843,12598.664046666665
16175,8235.206672333328
16971,37835.825248666675
19680,13765.063178000006
11522,10253.014419666675
14250,11335.160636666675
9786,6101.717196666664
5886,20113.65959433336
18598,14894.206153000001
19194,13547.656109666665
17798,9778.076263333336
7941,5414.347364333332
12639,5001.28685
16805,4622.604431000001
3225,8248.329730999989
10870,5293.419551666672
5562,10084.298721666668
15204,2135.863839333333
15020,11640.870037333343
1970,13250.032398666663
4349,11727.193191000011
13870,5026.748586000003
15455,8409.892913000001
11727,2075.7107160000014
18604,7229.509352666672
7373,2705.625182666668
2310,14259.746549333322
9764,7432.604689333335
7747,8330.700017000003
6520,13340.423233333338
7697,6057.867871333328
15573,3828.26768066667
19192,11353.223779666667
17984,5117.720599666674
14285,6438.785232333332
2908,11115.909069
12662,8129.816180999993
2671,3832.2751253333354
8526,5952.414120333329
2787,12723.522407666665
10472,15233.49218233333
7305,46876.45262166662
1756,16993.329819333332
4850,7484.447769333331
19399,4023.8275226666715
15163,12625.36751633334
5285,8726.410812666662
5430,15384.21053733334
9400,3002.3245596666648
19679,9758.52900233333
5606,4875.309416333334
18671,15686.373302666656
18548,12402.328473333348
9459,20669.116902666658
4881,17200.667803333326
17929,4355.875576000002
18640,8432.972281333332
3831,4145.5751539999965
6063,7251.42610700001
8663,5737.049267999998
1201,15219.208222000012
8935,10163.452036
19612,9731.221437666665
12208,19469.405283999993
11421,8333.333288000002
18659,8765.617246999995
12027,7622.900796333334
8460,12017.23225366667
1549,6110.24536166666
14354,5576.388020333331
18127,15595.614679000008
18582,12370.074319999998
15964,6394.263268333333
16184,6435.041772999998
15115,7876.626977999999
11431,10610.54315000001
14205,4350.395410999999
17888,6641.867005333334
